START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
38584	38853	IGLV(III)-60-1*02	0	False	IGLV(III)-60-1*02
43571	43870	IGLV4-60*03	1	False	IGLV4-60*03
49536	49826	IGLV(III)-59-1*01	0	False	IGLV(III)-59-1*01
60345	60669	IGLV(IV)-59*01	2	False	IGLV(IV)-59*01
64041	64349	IGLV(V)-58*01	1	False	IGLV(V)-58*01
77541	77837	IGLV6-57*03	0	False	IGLV6-57*03
80284	80580	IGLV(I)-56*01	0	False	IGLV(I)-56*01
80584	80885	IGLV(IV)-55-1*01	1	False	IGLV(IV)-55-1*01
83411	83723	IGLV11-55*02	0	False	IGLV11-55*02
96536	96832	IGLV10-54*01	0	False	IGLV10-54*01
101396	101709	IGLV(IV)-53*02	0	False	IGLV(IV)-53*02
