START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
20768	21085	IGLV5-52*01	0	False	IGLV5-52*01
24527	24823	IGLV1-51*02	0	False	IGLV1-51*02
29372	29671	IGLV1-50*01	0	False	IGLV1-50*01
45263	45580	IGLV9-49*01	0	False	IGLV9-49*01
54967	55279	IGLV5-48*02	0	False	IGLV5-48*02
59812	60108	IGLV1-47*02	0	False	IGLV1-47*02
71626	71920	IGLV7-46*01	0	False	IGLV7-46*01
78025	78337	IGLV5-45*03	0	False	IGLV5-45*03
82880	83176	IGLV1-44*01	0	False	IGLV1-44*01
96996	97290	IGLV7-43*01	0	False	IGLV7-43*01
98998	99289	IGLV(I)-42*01	2	False	IGLV(I)-42*01
100036	100382	IGLV(VII)-41-1*unknown	57	False	IGLV(VII)-41-1*01
106222	106518	IGLV1-41*02	1	False	IGLV1-41*02
111781	112080	IGLV1-40*01	0	False	IGLV1-40*01
127802	128093	IGLV(I)-38*01	1	False	IGLV(I)-38*01
129538	129850	IGLV5-37*01	0	False	IGLV5-37*01
133985	134281	IGLV1-36*01	0	False	IGLV1-36*01
152170	152465	IGLV7-35*01	0	False	IGLV7-35*01
