START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
38529	38798	IGLV(III)-60-1*02	0	False	IGLV(III)-60-1*02
43513	43812	IGLV4-60*03	0	False	IGLV4-60*03
49478	49768	IGLV(III)-59-1*01	0	False	IGLV(III)-59-1*01
60295	60619	IGLV(IV)-59*01	1	False	IGLV(IV)-59*01
63674	63982	IGLV(V)-58*01	1	False	IGLV(V)-58*01
77174	77470	IGLV6-57*03	0	False	IGLV6-57*03
79917	80213	IGLV(I)-56*01	0	False	IGLV(I)-56*01
80217	80518	IGLV(IV)-55-1*01	1	False	IGLV(IV)-55-1*01
83043	83355	IGLV11-55*02	0	False	IGLV11-55*02
96162	96458	IGLV10-54*04	1	False	IGLV10-54*04
101001	101314	IGLV(IV)-53*01	0	False	IGLV(IV)-53*01
