START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
33802	34095	IGLV(I)-70*01	0	False	IGLV(I)-70*01
38713	39012	IGLV4-69*01	0	False	IGLV4-69*01
40452	40745	IGLV(I)-68*01	0	False	IGLV(I)-68*01
51159	51454	IGLV10-67*01	1	False	IGLV10-67*01
66027	66343	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
68795	69096	IGLV(V)-66*01	1	False	IGLV(V)-66*01
77955	78262	IGLV(IV)-65*01	1	False	IGLV(IV)-65*01
82914	83233	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
87488	87785	IGLV(I)-63*01	2	False	IGLV(I)-63*01
94279	94577	IGLV1-62*01	0	False	IGLV1-62*01
106467	106763	IGLV8-61*01	0	False	IGLV8-61*01
