START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
3263	3547	IGLV3-24*03	1	False	IGLV3-24*03
6601	6898	IGLV2-23*03	0	False	IGLV2-23*03
9229	9518	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
13011	13295	IGLV3-22*01	0	False	IGLV3-22*01
21386	21676	IGLV3-21*02	0	False	IGLV3-21*02
23632	23918	IGLV(I)-20*01	1	False	IGLV(I)-20*01
29340	29630	IGLV3-19*01	0	False	IGLV3-19*01
43261	43558	IGLV2-18*02	0	False	IGLV2-18*02
47380	47661	IGLV3-17*01	1	False	IGLV3-17*01
52779	52979	IGLV(VI)-25-1*unknown_truncated	107	False	IGLV(VI)-25-1*01
