START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
617	916	IGLV4-69*01	0	False	IGLV4-69*01
2356	2649	IGLV(I)-68*01	0	False	IGLV(I)-68*01
13062	13357	IGLV10-67*01	1	False	IGLV10-67*01
27952	28268	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
30719	31020	IGLV(V)-66*01	0	False	IGLV(V)-66*01
39866	40173	IGLV(IV)-65*01	3	False	IGLV(IV)-65*01
44825	45144	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
49399	49696	IGLV(I)-63*01	1	False	IGLV(I)-63*01
56028	56326	IGLV1-62*01	1	False	IGLV1-62*01
68224	68520	IGLV8-61*02	1	False	IGLV8-61*02
