START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
2877	3176	IGLV4-69*01	0	False	IGLV4-69*01
4616	4909	IGLV(I)-68*01	0	False	IGLV(I)-68*01
15323	15618	IGLV10-67*01	0	False	IGLV10-67*01
30193	30509	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
32960	33261	IGLV(V)-66*01	1	False	IGLV(V)-66*01
42108	42415	IGLV(IV)-65*01	1	False	IGLV(IV)-65*01
47067	47386	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
51640	51937	IGLV(I)-63*01	2	False	IGLV(I)-63*01
58422	58720	IGLV1-62*01	0	False	IGLV1-62*01
70611	70907	IGLV8-61*01	0	False	IGLV8-61*01
