START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
19813	20130	IGLV5-52*01	0	False	IGLV5-52*01
23577	23873	IGLV1-51*01	0	False	IGLV1-51*01
28422	28721	IGLV1-50*01	1	False	IGLV1-50*01
44323	44640	IGLV9-49*01	0	False	IGLV9-49*01
54023	54335	IGLV5-48*01	0	False	IGLV5-48*01
58873	59169	IGLV1-47*01	0	False	IGLV1-47*01
76711	77005	IGLV7-46*04	0	False	IGLV7-46*04
83017	83329	IGLV5-45*01	0	False	IGLV5-45*01
87871	88167	IGLV1-44*01	0	False	IGLV1-44*01
101991	102285	IGLV7-43*01	0	False	IGLV7-43*01
103993	104284	IGLV(I)-42*01	3	False	IGLV(I)-42*01
109590	109902	IGLV5-39*01	0	False	IGLV5-39*01
114160	114505	IGLV(VII)-41-1*unknown	58	False	IGLV(VII)-41-1*01
120345	120641	IGLV1-41*02	1	False	IGLV1-41*02
125905	126204	IGLV1-40*01	0	False	IGLV1-40*01
141901	142192	IGLV(I)-38*01	0	False	IGLV(I)-38*01
143637	143949	IGLV5-37*01	0	False	IGLV5-37*01
148083	148379	IGLV1-36*01	1	False	IGLV1-36*01
166281	166576	IGLV7-35*01	1	False	IGLV7-35*01
