START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
22972	23252	IGLV3-29*01	0	False	IGLV3-29*01
26317	26602	IGLV2-28*01	0	False	IGLV2-28*01
30195	30479	IGLV3-27*01	0	False	IGLV3-27*01
35018	35307	IGLV3-26*01	0	False	IGLV3-26*01
40780	41070	IGLV(VI)-25-1*01	0	False	IGLV(VI)-25-1*01
48655	48945	IGLV3-25*03	0	False	IGLV3-25*03
51350	51634	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
56410	56694	IGLV3-24*03	1	False	IGLV3-24*03
59748	60045	IGLV2-23*02	0	False	IGLV2-23*02
62377	62670	IGLV(VI)-22-1*03	0	False	IGLV(VI)-22-1*03
66159	66443	IGLV3-22*01	0	False	IGLV3-22*01
74534	74824	IGLV3-21*03	1	False	IGLV3-21*03
76785	77071	IGLV(I)-20*01	0	False	IGLV(I)-20*01
82493	82783	IGLV3-19*01	0	False	IGLV3-19*01
96404	96701	IGLV2-18*02	0	False	IGLV2-18*02
100523	100804	IGLV3-17*01	1	False	IGLV3-17*01
105926	106122	IGLV(VI)-25-1*unknown_truncated	110	False	IGLV(VI)-25-1*01
109239	109529	IGLV3-16*01	0	False	IGLV3-16*01
117139	117424	IGLV3-15*01	1	False	IGLV3-15*01
120488	120762	IGLV2-14*04	0	False	IGLV2-14*04
123744	124028	IGLV3-13*02	0	False	IGLV3-13*02
133776	134066	IGLV3-12*01	0	False	IGLV3-12*01
136000	136169	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
154193	154490	IGLV2-11*01	0	False	IGLV2-11*01
173477	173767	IGLV3-10*01	0	False	IGLV3-10*01
180953	181238	IGLV3-9*01	0	False	IGLV3-9*01
184478	184775	IGLV2-8*01	0	False	IGLV2-8*01
199776	200064	IGLV3-7*01	0	False	IGLV3-7*01
211547	211831	IGLV3-6*01	0	False	IGLV3-6*01
217939	218237	IGLV2-5*01	0	False	IGLV2-5*01
219199	219479	IGLV3-4*01	1	False	IGLV3-4*01
