START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
20787	21104	IGLV5-52*01	0	False	IGLV5-52*01
24546	24842	IGLV1-51*02	0	False	IGLV1-51*02
29392	29691	IGLV1-50*01	0	False	IGLV1-50*01
45289	45606	IGLV9-49*01	0	False	IGLV9-49*01
54988	55300	IGLV5-48*01	0	False	IGLV5-48*01
59838	60134	IGLV1-47*01	0	False	IGLV1-47*01
71663	71957	IGLV7-46*01	0	False	IGLV7-46*01
78071	78383	IGLV5-45*01	0	False	IGLV5-45*01
82927	83223	IGLV1-44*01	0	False	IGLV1-44*01
97079	97373	IGLV7-43*01	0	False	IGLV7-43*01
99083	99374	IGLV(I)-42*01	2	False	IGLV(I)-42*01
100122	100467	IGLV(VII)-41-1*unknown	56	False	IGLV(VII)-41-1*01
106307	106603	IGLV1-41*02	0	False	IGLV1-41*02
111868	112167	IGLV1-40*01	0	False	IGLV1-40*01
127855	128146	IGLV(I)-38*01	1	False	IGLV(I)-38*01
129591	129903	IGLV5-37*01	0	False	IGLV5-37*01
134037	134333	IGLV1-36*01	1	False	IGLV1-36*01
152231	152526	IGLV7-35*01	1	False	IGLV7-35*01
