START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
18403	18720	IGLV5-52*01	0	False	IGLV5-52*01
22167	22463	IGLV1-51*01	0	False	IGLV1-51*01
27010	27309	IGLV1-50*01	0	False	IGLV1-50*01
42910	43227	IGLV9-49*01	0	False	IGLV9-49*01
52613	52925	IGLV5-48*02	1	False	IGLV5-48*02
57458	57754	IGLV1-47*02	0	False	IGLV1-47*02
69303	69597	IGLV7-46*02	0	False	IGLV7-46*02
75704	76016	IGLV5-45*03	0	False	IGLV5-45*03
80561	80857	IGLV1-44*01	0	False	IGLV1-44*01
94675	94969	IGLV7-43*01	0	False	IGLV7-43*01
96677	96968	IGLV(I)-42*01	2	False	IGLV(I)-42*01
97714	98059	IGLV(VII)-41-1*unknown	56	False	IGLV(VII)-41-1*01
103899	104195	IGLV1-41*02	2	False	IGLV1-41*02
109458	109757	IGLV1-40*01	0	False	IGLV1-40*01
125474	125765	IGLV(I)-38*01	1	False	IGLV(I)-38*01
127210	127522	IGLV5-37*01	0	False	IGLV5-37*01
131656	131952	IGLV1-36*01	0	False	IGLV1-36*01
