START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
9103	9396	IGLV(I)-70*01	0	False	IGLV(I)-70*01
14016	14315	IGLV4-69*01	0	False	IGLV4-69*01
15755	16048	IGLV(I)-68*01	0	False	IGLV(I)-68*01
26460	26755	IGLV10-67*01	1	False	IGLV10-67*01
41343	41659	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
44110	44411	IGLV(V)-66*01	0	False	IGLV(V)-66*01
53255	53562	IGLV(IV)-65*01	0	False	IGLV(IV)-65*01
58214	58532	IGLV(IV)-64*01	3	False	IGLV(IV)-64*01
62787	63084	IGLV(I)-63*01	2	False	IGLV(I)-63*01
69575	69873	IGLV1-62*01	0	False	IGLV1-62*01
81768	82064	IGLV8-61*01	0	False	IGLV8-61*01
