START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
1263	1553	IGLV3-31*01	0	False	IGLV3-31*01
15259	15554	IGLV3-30*02	0	False	IGLV3-30*02
57950	58230	IGLV3-29*01	0	False	IGLV3-29*01
61295	61580	IGLV2-28*01	0	False	IGLV2-28*01
65173	65457	IGLV3-27*01	0	False	IGLV3-27*01
69997	70286	IGLV3-26*01	0	False	IGLV3-26*01
75763	76053	IGLV(VI)-25-1*01	0	False	IGLV(VI)-25-1*01
83627	83917	IGLV3-25*03	0	False	IGLV3-25*03
86352	86636	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
91412	91696	IGLV3-24*03	0	False	IGLV3-24*03
94750	95047	IGLV2-23*02	0	False	IGLV2-23*02
97379	97668	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
101161	101445	IGLV3-22*01	0	False	IGLV3-22*01
109536	109826	IGLV3-21*04	0	False	IGLV3-21*04
111781	112067	IGLV(I)-20*01	0	False	IGLV(I)-20*01
117489	117779	IGLV3-19*01	0	False	IGLV3-19*01
131417	131714	IGLV2-18*02	0	False	IGLV2-18*02
135536	135817	IGLV3-17*01	0	False	IGLV3-17*01
144254	144544	IGLV3-16*01	0	False	IGLV3-16*01
152201	152486	IGLV3-15*01	0	False	IGLV3-15*01
155527	155824	IGLV2-14*03	0	False	IGLV2-14*03
158819	159103	IGLV3-13*02	0	False	IGLV3-13*02
168821	169111	IGLV3-12*02	2	False	IGLV3-12*02
171045	171214	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
189219	189516	IGLV2-11*01	0	False	IGLV2-11*01
208511	208801	IGLV3-10*01	0	False	IGLV3-10*01
215987	216272	IGLV3-9*01	0	False	IGLV3-9*01
219512	219809	IGLV2-8*01	0	False	IGLV2-8*01
