START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
17483	17780	IGLV2-34*02	0	False	IGLV2-34*02
25668	25965	IGLV2-33*01	0	False	IGLV2-33*01
32038	32328	IGLV3-32*01	0	False	IGLV3-32*01
42165	42455	IGLV3-31*01	0	False	IGLV3-31*01
56164	56459	IGLV3-30*02	0	False	IGLV3-30*02
98840	99120	IGLV3-29*01	0	False	IGLV3-29*01
102189	102474	IGLV2-28*01	0	False	IGLV2-28*01
106067	106351	IGLV3-27*01	0	False	IGLV3-27*01
110891	111180	IGLV3-26*01	0	False	IGLV3-26*01
116656	116946	IGLV(VI)-25-1*01	1	False	IGLV(VI)-25-1*01
124534	124824	IGLV3-25*03	0	False	IGLV3-25*03
