START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
4851	5135	IGLV3-24*03	0	False	IGLV3-24*03
8189	8486	IGLV2-23*02	0	False	IGLV2-23*02
10818	11107	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
14600	14889	IGLV3-22*02	1	False	IGLV3-22*02
22984	23274	IGLV3-21*04	0	False	IGLV3-21*04
25229	25515	IGLV(I)-20*01	0	False	IGLV(I)-20*01
30937	31227	IGLV3-19*01	0	False	IGLV3-19*01
44879	45176	IGLV2-18*02	0	False	IGLV2-18*02
48998	49279	IGLV3-17*01	0	False	IGLV3-17*01
54405	54605	IGLV(VI)-25-1*unknown_truncated	107	False	IGLV(VI)-25-1*01
