START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
18632	18929	IGLV2-34*01	0	False	IGLV2-34*01
26985	27282	IGLV2-33*01	0	False	IGLV2-33*01
33367	33657	IGLV3-32*01	0	False	IGLV3-32*01
43497	43787	IGLV3-31*01	0	False	IGLV3-31*01
57493	57788	IGLV3-30*02	0	False	IGLV3-30*02
99856	100136	IGLV3-29*01	0	False	IGLV3-29*01
103205	103490	IGLV2-28*01	0	False	IGLV2-28*01
107083	107367	IGLV3-27*01	0	False	IGLV3-27*01
111908	112197	IGLV3-26*01	0	False	IGLV3-26*01
117671	117961	IGLV(VI)-25-1*01	1	False	IGLV(VI)-25-1*01
125461	125751	IGLV3-25*03	0	False	IGLV3-25*03
128186	128470	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
133246	133530	IGLV3-24*03	0	False	IGLV3-24*03
136584	136881	IGLV2-23*02	0	False	IGLV2-23*02
