START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
35006	35299	IGLV(I)-70*01	0	False	IGLV(I)-70*01
39919	40218	IGLV4-69*01	0	False	IGLV4-69*01
41658	41951	IGLV(I)-68*01	0	False	IGLV(I)-68*01
52364	52659	IGLV10-67*01	1	False	IGLV10-67*01
67249	67565	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
70016	70317	IGLV(V)-66*01	0	False	IGLV(V)-66*01
79161	79468	IGLV(IV)-65*01	0	False	IGLV(IV)-65*01
84120	84439	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
88692	88989	IGLV(I)-63*01	0	False	IGLV(I)-63*01
95484	95782	IGLV1-62*01	0	False	IGLV1-62*01
107673	107969	IGLV8-61*01	0	False	IGLV8-61*01
