START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
30540	30833	IGLV(I)-70*01	0	False	IGLV(I)-70*01
35449	35748	IGLV4-69*01	0	False	IGLV4-69*01
37188	37481	IGLV(I)-68*01	0	False	IGLV(I)-68*01
47896	48191	IGLV10-67*01	0	False	IGLV10-67*01
62771	63087	IGLV(IV)-66-1*01	1	False	IGLV(IV)-66-1*01
65538	65839	IGLV(V)-66*01	1	False	IGLV(V)-66*01
74679	74986	IGLV(IV)-65*01	1	False	IGLV(IV)-65*01
79638	79957	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
84212	84509	IGLV(I)-63*01	0	False	IGLV(I)-63*01
90997	91295	IGLV1-62*01	0	False	IGLV1-62*01
103185	103481	IGLV8-61*01	0	False	IGLV8-61*01
