START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
21259	21576	IGLV5-52*01	0	False	IGLV5-52*01
25019	25315	IGLV1-51*01	1	False	IGLV1-51*01
29865	30164	IGLV1-50*01	0	False	IGLV1-50*01
45756	46073	IGLV9-49*01	0	False	IGLV9-49*01
55460	55772	IGLV5-48*02	0	False	IGLV5-48*02
60305	60601	IGLV1-47*01	0	False	IGLV1-47*01
72132	72426	IGLV7-46*01	0	False	IGLV7-46*01
78532	78844	IGLV5-45*02	0	False	IGLV5-45*02
83390	83686	IGLV1-44*01	0	False	IGLV1-44*01
97505	97799	IGLV7-43*01	0	False	IGLV7-43*01
99507	99798	IGLV(I)-42*01	2	False	IGLV(I)-42*01
100546	100891	IGLV(VII)-41-1*unknown	56	False	IGLV(VII)-41-1*01
106730	107026	IGLV1-41*01	0	False	IGLV1-41*01
112289	112588	IGLV1-40*01	0	False	IGLV1-40*01
