START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
37958	38226	IGLV(III)-60-1*01	0	False	IGLV(III)-60-1*01
42946	43245	IGLV4-60*02	0	False	IGLV4-60*02
48914	49204	IGLV(III)-59-1*01	0	False	IGLV(III)-59-1*01
59723	60047	IGLV(IV)-59*01	0	False	IGLV(IV)-59*01
63141	63449	IGLV(V)-58*01	0	False	IGLV(V)-58*01
76549	76845	IGLV6-57*01	0	False	IGLV6-57*01
79292	79588	IGLV(I)-56*01	0	False	IGLV(I)-56*01
79592	79893	IGLV(IV)-55-1*01	0	False	IGLV(IV)-55-1*01
82412	82724	IGLV11-55*01	0	False	IGLV11-55*01
95536	95832	IGLV10-54*01	0	False	IGLV10-54*01
100400	100713	IGLV(IV)-53*02	0	False	IGLV(IV)-53*02
