START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
1782	2066	IGLV3-22*01	0	False	IGLV3-22*01
10157	10447	IGLV3-21*04	0	False	IGLV3-21*04
12403	12689	IGLV(I)-20*01	0	False	IGLV(I)-20*01
18111	18401	IGLV3-19*01	0	False	IGLV3-19*01
32004	32301	IGLV2-18*02	0	False	IGLV2-18*02
36123	36404	IGLV3-17*01	1	False	IGLV3-17*01
41522	41718	IGLV(VI)-25-1*unknown_truncated	110	False	IGLV(VI)-25-1*01
44837	45127	IGLV3-16*01	0	False	IGLV3-16*01
52767	53052	IGLV3-15*01	0	False	IGLV3-15*01
56150	56424	IGLV2-14*04	2	False	IGLV2-14*04
59403	59687	IGLV3-13*01	1	False	IGLV3-13*01
69413	69703	IGLV3-12*01	0	False	IGLV3-12*01
71636	71805	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
