START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
2107	2396	IGLV3-26*01	0	False	IGLV3-26*01
7864	8154	IGLV(VI)-25-1*01	1	False	IGLV(VI)-25-1*01
15728	16018	IGLV3-25*03	0	False	IGLV3-25*03
18453	18737	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
23513	23797	IGLV3-24*03	0	False	IGLV3-24*03
26851	27148	IGLV2-23*02	0	False	IGLV2-23*02
29480	29769	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
33262	33546	IGLV3-22*01	0	False	IGLV3-22*01
41642	41932	IGLV3-21*03	0	False	IGLV3-21*03
43893	44179	IGLV(I)-20*01	0	False	IGLV(I)-20*01
49601	49891	IGLV3-19*01	0	False	IGLV3-19*01
63512	63809	IGLV2-18*02	0	False	IGLV2-18*02
67631	67912	IGLV3-17*01	2	False	IGLV3-17*01
73032	73228	IGLV(VI)-25-1*unknown_truncated	110	False	IGLV(VI)-25-1*01
76345	76635	IGLV3-16*01	0	False	IGLV3-16*01
84283	84568	IGLV3-15*01	0	False	IGLV3-15*01
87609	87906	IGLV2-14*03	0	False	IGLV2-14*03
90899	91183	IGLV3-13*02	0	False	IGLV3-13*02
100904	101194	IGLV3-12*01	0	False	IGLV3-12*01
103127	103296	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
121309	121606	IGLV2-11*01	0	False	IGLV2-11*01
140600	140890	IGLV3-10*01	0	False	IGLV3-10*01
148076	148361	IGLV3-9*01	0	False	IGLV3-9*01
151601	151898	IGLV2-8*01	0	False	IGLV2-8*01
167205	167493	IGLV3-7*01	1	False	IGLV3-7*01
