START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
3876	4165	IGLV3-26*01	0	False	IGLV3-26*01
9632	9922	IGLV(VI)-25-1*01	1	False	IGLV(VI)-25-1*01
17516	17806	IGLV3-25*03	0	False	IGLV3-25*03
20246	20530	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
25306	25590	IGLV3-24*03	1	False	IGLV3-24*03
28644	28941	IGLV2-23*03	0	False	IGLV2-23*03
31272	31561	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
35054	35338	IGLV3-22*01	0	False	IGLV3-22*01
43433	43723	IGLV3-21*02	0	False	IGLV3-21*02
45681	45967	IGLV(I)-20*01	0	False	IGLV(I)-20*01
51389	51679	IGLV3-19*01	0	False	IGLV3-19*01
65312	65609	IGLV2-18*01	0	False	IGLV2-18*01
69430	69711	IGLV3-17*01	0	False	IGLV3-17*01
74836	75032	IGLV(VI)-25-1*unknown_truncated	110	False	IGLV(VI)-25-1*01
78151	78441	IGLV3-16*01	0	False	IGLV3-16*01
86070	86355	IGLV3-15*01	0	False	IGLV3-15*01
89432	89729	IGLV2-14*01	0	False	IGLV2-14*01
92808	93092	IGLV3-13*01	0	False	IGLV3-13*01
102818	103108	IGLV3-12*02	2	False	IGLV3-12*02
105042	105211	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
123217	123514	IGLV2-11*01	0	False	IGLV2-11*01
142508	142798	IGLV3-10*01	0	False	IGLV3-10*01
149984	150269	IGLV3-9*01	0	False	IGLV3-9*01
153509	153806	IGLV2-8*01	0	False	IGLV2-8*01
169113	169401	IGLV3-7*01	1	False	IGLV3-7*01
