START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
38823	39091	IGLV(III)-60-1*01	0	False	IGLV(III)-60-1*01
43810	44109	IGLV4-60*04	1	False	IGLV4-60*04
49778	50068	IGLV(III)-59-1*01	0	False	IGLV(III)-59-1*01
60588	60912	IGLV(IV)-59*01	2	False	IGLV(IV)-59*01
64285	64593	IGLV(V)-58*01	0	False	IGLV(V)-58*01
77827	78123	IGLV6-57*04	0	False	IGLV6-57*04
80570	80866	IGLV(I)-56*01	0	False	IGLV(I)-56*01
80870	81171	IGLV(IV)-55-1*01	0	False	IGLV(IV)-55-1*01
83690	84002	IGLV11-55*01	0	False	IGLV11-55*01
96818	97114	IGLV10-54*01	0	False	IGLV10-54*01
101678	101991	IGLV(IV)-53*02	0	False	IGLV(IV)-53*02
