START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
26912	27181	IGLV(III)-60-1*02	0	False	IGLV(III)-60-1*02
31891	32190	IGLV4-60*03	0	False	IGLV4-60*03
37856	38146	IGLV(III)-59-1*01	0	False	IGLV(III)-59-1*01
48662	48986	IGLV(IV)-59*01	0	False	IGLV(IV)-59*01
52080	52388	IGLV(V)-58*01	0	False	IGLV(V)-58*01
65481	65777	IGLV6-57*02	0	False	IGLV6-57*02
68224	68520	IGLV(I)-56*01	0	False	IGLV(I)-56*01
68524	68825	IGLV(IV)-55-1*01	0	False	IGLV(IV)-55-1*01
71344	71656	IGLV11-55*01	0	False	IGLV11-55*01
84465	84761	IGLV10-54*02	0	False	IGLV10-54*02
89312	89625	IGLV(IV)-53*01	0	False	IGLV(IV)-53*01
