START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
20030	20347	IGLV5-52*01	0	False	IGLV5-52*01
23793	24089	IGLV1-51*01	0	False	IGLV1-51*01
28637	28936	IGLV1-50*01	0	False	IGLV1-50*01
44537	44854	IGLV9-49*01	0	False	IGLV9-49*01
54241	54553	IGLV5-48*02	1	False	IGLV5-48*02
59086	59382	IGLV1-47*02	0	False	IGLV1-47*02
70929	71223	IGLV7-46*02	0	False	IGLV7-46*02
77330	77642	IGLV5-45*03	0	False	IGLV5-45*03
82189	82485	IGLV1-44*01	0	False	IGLV1-44*01
96303	96597	IGLV7-43*01	0	False	IGLV7-43*01
98305	98596	IGLV(I)-42*01	2	False	IGLV(I)-42*01
99342	99687	IGLV(VII)-41-1*unknown	56	False	IGLV(VII)-41-1*01
105527	105823	IGLV1-41*01	1	False	IGLV1-41*01
111086	111385	IGLV1-40*01	1	False	IGLV1-40*01
