START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
3620	3904	IGLV3-24*03	1	False	IGLV3-24*03
6958	7255	IGLV2-23*02	0	False	IGLV2-23*02
9587	9876	IGLV(VI)-22-1*02	0	False	IGLV(VI)-22-1*02
13369	13653	IGLV3-22*01	0	False	IGLV3-22*01
21749	22039	IGLV3-21*03	0	False	IGLV3-21*03
23994	24280	IGLV(I)-20*01	0	False	IGLV(I)-20*01
29702	29992	IGLV3-19*01	0	False	IGLV3-19*01
43630	43927	IGLV2-18*02	0	False	IGLV2-18*02
47749	48030	IGLV3-17*01	0	False	IGLV3-17*01
53154	53350	IGLV(VI)-25-1*unknown_truncated	110	False	IGLV(VI)-25-1*01
56467	56757	IGLV3-16*01	0	False	IGLV3-16*01
64412	64697	IGLV3-15*01	0	False	IGLV3-15*01
67738	68035	IGLV2-14*03	0	False	IGLV2-14*03
71028	71312	IGLV3-13*02	0	False	IGLV3-13*02
81032	81322	IGLV3-12*01	0	False	IGLV3-12*01
83255	83424	IGLV(I)-11-1*01	0	False	IGLV(I)-11-1*01
101432	101729	IGLV2-11*01	0	False	IGLV2-11*01
