START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
31613	31910	IGLV2-34*02	1	False	IGLV2-34*02
39799	40096	IGLV2-33*01	0	False	IGLV2-33*01
46169	46459	IGLV3-32*01	0	False	IGLV3-32*01
56296	56586	IGLV3-31*01	0	False	IGLV3-31*01
70292	70587	IGLV3-30*02	0	False	IGLV3-30*02
112978	113258	IGLV3-29*01	0	False	IGLV3-29*01
116323	116608	IGLV2-28*01	0	False	IGLV2-28*01
120201	120485	IGLV3-27*01	0	False	IGLV3-27*01
125024	125313	IGLV3-26*01	0	False	IGLV3-26*01
130785	131075	IGLV(VI)-25-1*01	0	False	IGLV(VI)-25-1*01
138655	138945	IGLV3-25*03	1	False	IGLV3-25*03
141380	141664	IGLV(II)-24-1*01	0	False	IGLV(II)-24-1*01
146441	146725	IGLV3-24*03	1	False	IGLV3-24*03
