START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
34168	34461	IGLV(I)-70*01	4	False	IGLV(I)-70*01
39142	39441	IGLV4-69*01	0	False	IGLV4-69*01
40881	41174	IGLV(I)-68*01	1	False	IGLV(I)-68*01
51587	51882	IGLV10-67*01	1	False	IGLV10-67*01
66478	66794	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
69246	69547	IGLV(V)-66*01	1	False	IGLV(V)-66*01
78409	78716	IGLV(IV)-65*01	1	False	IGLV(IV)-65*01
83368	83687	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
87942	88239	IGLV(I)-63*01	1	False	IGLV(I)-63*01
94572	94870	IGLV1-62*01	1	False	IGLV1-62*01
106761	107057	IGLV8-61*01	0	False	IGLV8-61*01
