START	END	ALLELE	EDIT DISTANCE	IS_REVERSE	CLOSEST_ALLELE
30210	30503	IGLV(I)-70*01	0	False	IGLV(I)-70*01
35126	35425	IGLV4-69*01	0	False	IGLV4-69*01
36865	37158	IGLV(I)-68*01	0	False	IGLV(I)-68*01
47571	47866	IGLV10-67*01	1	False	IGLV10-67*01
62456	62772	IGLV(IV)-66-1*01	0	False	IGLV(IV)-66-1*01
65223	65524	IGLV(V)-66*01	0	False	IGLV(V)-66*01
74368	74675	IGLV(IV)-65*01	1	False	IGLV(IV)-65*01
79327	79646	IGLV(IV)-64*01	1	False	IGLV(IV)-64*01
83899	84196	IGLV(I)-63*01	0	False	IGLV(I)-63*01
90691	90989	IGLV1-62*01	0	False	IGLV1-62*01
102879	103175	IGLV8-61*02	0	False	IGLV8-61*02
